, sugar, ginger, garam masala, ghee, curry leaves, jaggery, urad dal,Rice flour, milk, tomato, garam masala powder, mustard oil,Chana dal, sesame seeds, saffron, turmeric, coconut,Whole wheat flour, clarified butter, cardamom, gram flour, mustard seeds, lemon juice, garlic, potato,Urad dal, baking soda,Rice, salt,Wheat flour,name,ingredients,diet,prep_time,cook_time,flavor_profile,course,state,region,list of ingred,clust
192,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Khandvi,"Green chili paste, white sesame seeds, gram flour, curry leaves, green chili",1,1,45,3,2,Gujarat,6,"['Green chili paste', ' white sesame seeds', ' gram flour', ' curry leaves', ' green chili']",2
193,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kombdi vade,"Rice flour, urad dal, wheat flour, gram flour, turmeric",1,0,25,3,2,Maharashtra,6,"['Rice flour', ' urad dal', ' wheat flour', ' gram flour', ' turmeric']",13
194,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Laapsi,"Cinnamon, jaggery, clarified butter, dry roasted",1,0,40,3,1,Madhya Pradesh,0,"['Cinnamon', ' jaggery', ' clarified butter', ' dry roasted']",10
195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Koshimbir,"Cucumber, carrot, tomatoes, cilantro",1,0,10,3,1,Maharashtra,6,"['Cucumber', ' carrot', ' tomatoes', ' cilantro']",13
196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Methi na Gota,"Rava, gram flour, lemon juice, turmeric, fenugreek leaves",1,1,30,1,1,Gujarat,6,"['Rava', ' gram flour', ' lemon juice', ' turmeric', ' fenugreek leaves']",4
197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mohanthal,"Rose water, pistachio, badam, bengal gram flour, saffron",1,0,45,4,0,Gujarat,6,"['Rose water', ' pistachio', ' badam', ' bengal gram flour', ' saffron']",11
198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Muthiya,"Bottle gourd, whole wheat flour, rava, sesame seeds, bengal gram flour",1,1,30,1,2,Gujarat,6,"['Bottle gourd', ' whole wheat flour', ' rava', ' sesame seeds', ' bengal gram flour']",4
199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Patra,"Arbi ke patte, sesame seeds, gur, bengal gram flour, imli",1,0,40,3,2,Gujarat,6,"['Arbi ke patte', ' sesame seeds', ' gur', ' bengal gram flour', ' imli']",13
200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pav Bhaji,"Pav bhaji masala, gobi, potatoes, green peas, dinner rolls",1,1,40,3,1,Maharashtra,6,"['Pav bhaji masala', ' gobi', ' potatoes', ' green peas', ' dinner rolls']",2
201,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Puri Bhaji,"Aloo, urad dal, mustard, ginger, curry leaves",1,0,30,3,1,Maharashtra,6,"['Aloo', ' urad dal', ' mustard', ' ginger', ' curry leaves']",13
202,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sabudana Khichadi,"Raw peanuts, sabudana, lemon, avocado oil, curry leaves, green chili",1,2,30,3,2,Maharashtra,6,"['Raw peanuts', ' sabudana', ' lemon', ' avocado oil', ' curry leaves', ' green chili']",2
203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Sev khamani,"Khaman, pomegranate, sev, powdered sugar, garlic",1,1,30,3,1,Gujarat,6,"['Khaman', ' pomegranate', ' sev', ' powdered sugar', ' garlic']",2
204,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sev tameta,"Sev, ginger, tomato, sugar",1,1,30,3,1,Gujarat,6,"['Sev', ' ginger', ' tomato', ' sugar']",2
205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Namakpara,"Wheat flour, baking soda, all purpose flour, black pepper, sunflower oil",1,0,35,3,2,Gujarat,6,"['Wheat flour', ' baking soda', ' all purpose flour', ' black pepper', ' sunflower oil']",13
206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sukhdi,"Whole wheat flour, gur, clarified butter",1,0,20,4,0,Maharashtra,6,"['Whole wheat flour', ' gur', ' clarified butter']",11
207,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Surnoli,"Rice flakes, yogurt, raw rice, jaggery, grated coconut",1,2,10,3,2,Maharashtra,6,"['Rice flakes', ' yogurt', ' raw rice', ' jaggery', ' grated coconut']",2
208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thalipeeth,"Whole wheat flour, rice flour, pearl millet flour, sorghum flour, sesame seeds",1,1,30,3,1,Maharashtra,6,"['Whole wheat flour', ' rice flour', ' pearl millet flour', ' sorghum flour', ' sesame seeds']",2
209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Undhiyu,"Sweet potato, surti papdi, baby potatoes, valor papdi, green peas",1,1,60,3,1,Gujarat,6,"['Sweet potato', ' surti papdi', ' baby potatoes', ' valor papdi', ' green peas']",2
210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Veg Kolhapuri,"Gobi, potato, beans, khus khus, coconut",1,1,30,3,1,Maharashtra,6,"['Gobi', ' potato', ' beans', ' khus khus', ' coconut']",2
211,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vindaloo,"Chicken, coconut oil, wine vinegar, ginger, green, cinnamon",0,0,40,3,1,Goa,6,"['Chicken', ' coconut oil', ' wine vinegar', ' ginger', ' green', ' cinnamon']",13
212,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lilva Kachori,"Green garlic chutney, fresh green peas, ginger, lemon juice, plain flour",1,2,6,3,2,Gujarat,6,"['Green garlic chutney', ' fresh green peas', ' ginger', ' lemon juice', ' plain flour']",2
213,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Mag Dhokli,"Moong beans, jaggery, red chillies, oil, salt",1,0,0,3,2,Gujarat,6,"['Moong beans', ' jaggery', ' red chillies', ' oil', ' salt']",13
214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Khichu,"Rice flour, sesame seeds, baking soda, peanut oil",1,0,10,3,2,Gujarat,6,"['Rice flour', ' sesame seeds', ' baking soda', ' peanut oil']",13
215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Thepla,"Chickpea flour, methi leaves, jowar flour, wheat flour",1,1,30,3,2,Gujarat,6,"['Chickpea flour', ' methi leaves', ' jowar flour', ' wheat flour']",2
216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Farsi Puri,"Semolina, clarified butter, oil, white flour, black pepper",1,0,0,0,2,Gujarat,6,"['Semolina', ' clarified butter', ' oil', ' white flour', ' black pepper']",4
217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Khaman,"Yogurt, fresh coconut, sesame seeds, semolina, gram flour",1,0,20,3,2,Gujarat,6,"['Yogurt', ' fresh coconut', ' sesame seeds', ' semolina', ' gram flour']",13
218,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Turiya Patra Vatana sabji,"Ridge gourd, baking soda, sugar, grated coconut, peas",1,2,40,3,1,Gujarat,6,"['Ridge gourd', ' baking soda', ' sugar', ' grated coconut', ' peas']",2
219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Churma Ladoo,"Whole wheat flour, khus khus, sesame seeds, dry coconut, gur",1,1,40,4,0,Rajasthan,6,"['Whole wheat flour', ' khus khus', ' sesame seeds', ' dry coconut', ' gur']",8
220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Cheera Doi,"Rice, mango, curd",1,0,0,4,0,West Bengal,1,"['Rice', ' mango', ' curd']",12
221,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gheela Pitha,"Sticky rice, rice flour, jaggery, orange rind",1,0,30,4,0,Assam,4,"['Sticky rice', ' rice flour', ' jaggery', ' orange rind']",1
222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Khar,"Raw papaya, panch phoran masala, nigella seeds, mustard oil, fennel seeds",1,0,20,0,1,Assam,4,"['Raw papaya', ' panch phoran masala', ' nigella seeds', ' mustard oil', ' fennel seeds']",7
223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Kumol Sawul,"Rice, eggs, carrot, beetroot",0,0,0,3,1,Assam,4,"['Rice', ' eggs', ' carrot', ' beetroot']",14
224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Luchi,"Maida, vegetable oil",1,1,30,0,1,West Bengal,1,"['Maida', ' vegetable oil']",7
225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Alu Pitika,"Potatoes, mustard oil, fish, green chillies",0,0,20,3,1,Assam,4,"['Potatoes', ' mustard oil', ' fish', ' green chillies']",14
226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masor tenga,"Ridge gourd, fish, lemon, tomatoes, mustard oil",0,1,25,3,1,Assam,4,"['Ridge gourd', ' fish', ' lemon', ' tomatoes', ' mustard oil']",14
227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Bengena Pitika,"Brinjal, onions, salt, sesame seeds, coriander",1,0,0,0,1,Assam,4,"['Brinjal', ' onions', ' salt', ' sesame seeds', ' coriander']",7
228,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bilahi Maas,"Potatoes, garam masala, tomatoes, mustard oil, bay leaf",0,0,20,0,1,Assam,4,"['Potatoes', ' garam masala', ' tomatoes', ' mustard oil', ' bay leaf']",7
229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Black rice,"Forbidden black rice, chicken, olive oil, slivered almonds, garlic powder",0,0,0,0,1,Manipur,4,"['Forbidden black rice', ' chicken', ' olive oil', ' slivered almonds', ' garlic powder']",7
230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bora Sawul,"Biryani masala, mixed vegetables, yellow moong daal, whole red, mustard seeds",1,0,0,3,1,Assam,4,"['Biryani masala', ' mixed vegetables', ' yellow moong daal', ' whole red', ' mustard seeds']",5
231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brown Rice,"Brown rice, soy sauce, olive oil",1,1,25,0,1,Neutral,2,"['Brown rice', ' soy sauce', ' olive oil']",7
232,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chingri malai curry,"Coconut milk, lobster, fresh green chilli, ginger, red onion",0,0,40,3,1,West Bengal,1,"['Coconut milk', ' lobster', ' fresh green chilli', ' ginger', ' red onion']",10
233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goja,"Baking soda, clarified butter, oil, all purpose flour",1,1,60,4,0,West Bengal,1,"['Baking soda', ' clarified butter', ' oil', ' all purpose flour']",3
234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Hando Guri,"Jaggery, raisins",1,0,0,4,0,Assam,4,"['Jaggery', ' raisins']",1
235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Haq Maas,"Lamb, garam masala powder, curd, turmeric, bay leaf",0,1,40,3,1,Assam,4,"['Lamb', ' garam masala powder', ' curd', ' turmeric', ' bay leaf']",14
236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chingri Bhape,"Coconut, prawns, curd, mustard seed, green chili",0,1,30,0,1,West Bengal,1,"['Coconut', ' prawns', ' curd', ' mustard seed', ' green chili']",7
237,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kabiraji,"Fish fillet, besan, lemon, mint, ginger",0,0,0,3,1,West Bengal,1,"['Fish fillet', ' besan', ' lemon', ' mint', ' ginger']",10
238,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Khorisa,"Fermented bamboo shoot, potato, ginger, green, mustard oil",1,0,0,3,1,Assam,4,"['Fermented bamboo shoot', ' potato', ' ginger', ' green', ' mustard oil']",14
239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Koldil Chicken,"Banana flower, chicken, green chili, mustard oil, lemon juice",0,0,0,3,1,Assam,4,"['Banana flower', ' chicken', ' green chili', ' mustard oil', ' lemon juice']",14
240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Konir Dom,"Aloo, tomatoes, mustard oil, bay leaf, cinnamon stick",0,0,0,3,1,Assam,4,"['Aloo', ' tomatoes', ' mustard oil', ' bay leaf', ' cinnamon stick']",14
241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Koldil Duck,"Rice flour, mutton, banana, gram flour, olive oil, baking powder",0,0,0,3,1,Assam,4,"['Rice flour', ' mutton', ' banana', ' gram flour', ' olive oil', ' baking powder']",14
242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masor Koni,"Fish roe, pumpkin flowers, mustard oil, turmeric, tomato",0,0,0,3,1,Assam,4,"['Fish roe', ' pumpkin flowers', ' mustard oil', ' turmeric', ' tomato']",14
243,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mishti Chholar Dal,"Chana dal, fresh coconut, ginger, cinnamon, raisins",1,0,30,4,1,West Bengal,1,"['Chana dal', ' fresh coconut', ' ginger', ' cinnamon', ' raisins']",10
244,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pakhala,"Curd, cooked rice, curry leaves, dry chilli",1,0,0,0,1,Odisha,1,"['Curd', ' cooked rice', ' curry leaves', ' dry chilli']",7
245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pani Pitha,"Tea leaves, white sesame seeds, dry coconut, soaked rice",1,0,20,0,1,Assam,4,"['Tea leaves', ' white sesame seeds', ' dry coconut', ' soaked rice']",7
246,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Payokh,"Basmati rice, rose water, sugar, clarified butter, cardamom pods",1,0,0,4,0,Assam,4,"['Basmati rice', ' rose water', ' sugar', ' clarified butter', ' cardamom pods']",1
247,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Prawn malai curry,"Coconut milk, prawns, garlic, turmeric, sugar",0,1,50,3,1,West Bengal,1,"['Coconut milk', ' prawns', ' garlic', ' turmeric', ' sugar']",10
248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red Rice,"Red pepper, red onion, butter, watercress, olive oil",1,0,0,0,1,Neutral,2,"['Red pepper', ' red onion', ' butter', ' watercress', ' olive oil']",7
249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shukto,"Green beans, bitter gourd, ridge gourd, banana, brinjal",1,0,20,3,1,West Bengal,1,"['Green beans', ' bitter gourd', ' ridge gourd', ' banana', ' brinjal']",10
250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Til Pitha,"Glutinous rice, black sesame seeds, gur",1,0,30,4,0,Assam,4,"['Glutinous rice', ' black sesame seeds', ' gur']",1
251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bebinca,"Coconut milk, egg yolks, clarified butter, all purpose flour",1,1,60,4,0,Goa,6,"['Coconut milk', ' egg yolks', ' clarified butter', ' all purpose flour']",8
252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Shufta,"Cottage cheese, dry dates, dried rose petals, pistachio, badam",1,0,0,4,0,Jammu & Kashmir,3,"['Cottage cheese', ' dry dates', ' dried rose petals', ' pistachio', ' badam']",1
253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mawa Bati,"Milk powder, dry fruits, arrowroot powder, all purpose flour",1,1,45,4,0,Madhya Pradesh,0,"['Milk powder', ' dry fruits', ' arrowroot powder', ' all purpose flour']",3
254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pinaca,"Brown rice, fennel seeds, grated coconut, black pepper, ginger powder",1,0,0,4,0,Goa,6,"['Brown rice', ' fennel seeds', ' grated coconut', ' black pepper', ' ginger powder']",11
